map_simple_use,premise_age,height_bucket,total_count,global_average_fc
Non Residential,"1919-1944,1945-1959,Post 1999",16-18m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",18-20m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",2-3m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",20-25m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",25-30m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",3-4m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",30-35m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",35-40m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",4-5m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",40-45m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",45-50m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",5-6m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",50-55m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",55-60m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",6-7m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",60-70m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",7-8m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",70-80m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",8-9m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",80-90m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",9-10m,0,
Non Residential,"1919-1944,1945-1959,Post 1999",90-100m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",0-2m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",10-12m,4,2.0
Non Residential,"1919-1944,1945-1959,Pre 1919",100-200m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",12-14m,1,3.0
Non Residential,"1919-1944,1945-1959,Pre 1919",14-16m,2,3.0
Non Residential,"1919-1944,1945-1959,Pre 1919",16-18m,1,3.0
Non Residential,"1919-1944,1945-1959,Pre 1919",18-20m,1,4.0
Non Residential,"1919-1944,1945-1959,Pre 1919",2-3m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",20-25m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",25-30m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",3-4m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",30-35m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",35-40m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",4-5m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",40-45m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",45-50m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",5-6m,3,1.0
Non Residential,"1919-1944,1945-1959,Pre 1919",50-55m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",55-60m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",6-7m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",60-70m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",7-8m,1,2.0
Non Residential,"1919-1944,1945-1959,Pre 1919",70-80m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",8-9m,3,2.0
Non Residential,"1919-1944,1945-1959,Pre 1919",80-90m,0,
Non Residential,"1919-1944,1945-1959,Pre 1919",9-10m,4,2.25
Non Residential,"1919-1944,1945-1959,Pre 1919",90-100m,0,
Non Residential,"1919-1944,1960-1979",0-2m,0,
Non Residential,"1919-1944,1960-1979",10-12m,44,2.1136363636363638
Non Residential,"1919-1944,1960-1979",100-200m,0,
Non Residential,"1919-1944,1960-1979",12-14m,8,2.875
Non Residential,"1919-1944,1960-1979",14-16m,7,3.0
Non Residential,"1919-1944,1960-1979",16-18m,4,3.0
Non Residential,"1919-1944,1960-1979",18-20m,0,
Non Residential,"1919-1944,1960-1979",2-3m,0,
Non Residential,"1919-1944,1960-1979",20-25m,1,4.0
Non Residential,"1919-1944,1960-1979",25-30m,0,
Non Residential,"1919-1944,1960-1979",3-4m,12,1.0
Non Residential,"1919-1944,1960-1979",30-35m,0,
Non Residential,"1919-1944,1960-1979",35-40m,0,
Non Residential,"1919-1944,1960-1979",4-5m,9,1.0
Non Residential,"1919-1944,1960-1979",40-45m,0,
Non Residential,"1919-1944,1960-1979",45-50m,0,
Non Residential,"1919-1944,1960-1979",5-6m,22,1.0454545454545454
Non Residential,"1919-1944,1960-1979",50-55m,0,
Non Residential,"1919-1944,1960-1979",55-60m,0,
Non Residential,"1919-1944,1960-1979",6-7m,4,1.75
Non Residential,"1919-1944,1960-1979",60-70m,0,
Non Residential,"1919-1944,1960-1979",7-8m,9,2.0
Non Residential,"1919-1944,1960-1979",70-80m,0,
Non Residential,"1919-1944,1960-1979",8-9m,12,2.25
Non Residential,"1919-1944,1960-1979",80-90m,0,
Non Residential,"1919-1944,1960-1979",9-10m,47,2.127659574468085
Non Residential,"1919-1944,1960-1979",90-100m,0,
Non Residential,"1919-1944,1980-1989",0-2m,0,
Non Residential,"1919-1944,1980-1989",10-12m,35,2.0
Non Residential,"1919-1944,1980-1989",100-200m,0,
Non Residential,"1919-1944,1980-1989",12-14m,3,2.6666666666666665
Non Residential,"1919-1944,1980-1989",14-16m,3,3.0
Non Residential,"1919-1944,1980-1989",16-18m,2,3.0
Non Residential,"1919-1944,1980-1989",18-20m,2,4.0
Non Residential,"1919-1944,1980-1989",2-3m,1,1.0
Non Residential,"1919-1944,1980-1989",20-25m,4,4.25
Non Residential,"1919-1944,1980-1989",25-30m,4,5.75
Non Residential,"1919-1944,1980-1989",3-4m,5,1.0
Non Residential,"1919-1944,1980-1989",30-35m,1,6.0
Non Residential,"1919-1944,1980-1989",35-40m,3,6.666666666666667
Non Residential,"1919-1944,1980-1989",4-5m,12,1.0
Non Residential,"1919-1944,1980-1989",40-45m,0,
Non Residential,"1919-1944,1980-1989",45-50m,0,
Non Residential,"1919-1944,1980-1989",5-6m,24,1.0416666666666667
Non Residential,"1919-1944,1980-1989",50-55m,0,
Non Residential,"1919-1944,1980-1989",55-60m,0,
Non Residential,"1919-1944,1980-1989",6-7m,9,1.2222222222222223
Non Residential,"1919-1944,1980-1989",60-70m,0,
Non Residential,"1919-1944,1980-1989",7-8m,8,2.0
Non Residential,"1919-1944,1980-1989",70-80m,0,
Non Residential,"1919-1944,1980-1989",8-9m,18,2.0
Non Residential,"1919-1944,1980-1989",80-90m,0,
Non Residential,"1919-1944,1980-1989",9-10m,22,2.0454545454545454
Non Residential,"1919-1944,1980-1989",90-100m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",0-2m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",10-12m,3,2.0
Non Residential,"1919-1944,1980-1989,Pre 1919",100-200m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",12-14m,1,3.0
Non Residential,"1919-1944,1980-1989,Pre 1919",14-16m,1,3.0
Non Residential,"1919-1944,1980-1989,Pre 1919",16-18m,1,3.0
Non Residential,"1919-1944,1980-1989,Pre 1919",18-20m,1,4.0
Non Residential,"1919-1944,1980-1989,Pre 1919",2-3m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",20-25m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",25-30m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",3-4m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",30-35m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",35-40m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",4-5m,1,1.0
Non Residential,"1919-1944,1980-1989,Pre 1919",40-45m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",45-50m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",5-6m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",50-55m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",55-60m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",6-7m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",60-70m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",7-8m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",70-80m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",8-9m,1,2.0
Non Residential,"1919-1944,1980-1989,Pre 1919",80-90m,0,
Non Residential,"1919-1944,1980-1989,Pre 1919",9-10m,1,2.0
Non Residential,"1919-1944,1980-1989,Pre 1919",90-100m,0,
Non Residential,"1919-1944,1990-1999",0-2m,0,
Non Residential,"1919-1944,1990-1999",10-12m,6,2.0
Non Residential,"1919-1944,1990-1999",100-200m,0,
Non Residential,"1919-1944,1990-1999",12-14m,0,
Non Residential,"1919-1944,1990-1999",14-16m,4,3.5
Non Residential,"1919-1944,1990-1999",16-18m,0,
Non Residential,"1919-1944,1990-1999",18-20m,0,
Non Residential,"1919-1944,1990-1999",2-3m,0,
Non Residential,"1919-1944,1990-1999",20-25m,0,
Non Residential,"1919-1944,1990-1999",25-30m,0,
Non Residential,"1919-1944,1990-1999",3-4m,0,
Non Residential,"1919-1944,1990-1999",30-35m,0,
Non Residential,"1919-1944,1990-1999",35-40m,0,
Non Residential,"1919-1944,1990-1999",4-5m,1,1.0
Non Residential,"1919-1944,1990-1999",40-45m,0,
Non Residential,"1919-1944,1990-1999",45-50m,0,
Non Residential,"1919-1944,1990-1999",5-6m,2,1.0
Non Residential,"1919-1944,1990-1999",50-55m,0,
Non Residential,"1919-1944,1990-1999",55-60m,0,
Non Residential,"1919-1944,1990-1999",6-7m,0,
Non Residential,"1919-1944,1990-1999",60-70m,0,
Non Residential,"1919-1944,1990-1999",7-8m,0,
Non Residential,"1919-1944,1990-1999",70-80m,0,
Non Residential,"1919-1944,1990-1999",8-9m,2,2.0
Non Residential,"1919-1944,1990-1999",80-90m,0,
Non Residential,"1919-1944,1990-1999",9-10m,5,2.0
Non Residential,"1919-1944,1990-1999",90-100m,0,
Non Residential,"1919-1944,Post 1999",0-2m,0,
Non Residential,"1919-1944,Post 1999",10-12m,8,2.25
Non Residential,"1919-1944,Post 1999",100-200m,0,
Non Residential,"1919-1944,Post 1999",12-14m,0,
Non Residential,"1919-1944,Post 1999",14-16m,2,4.0
Non Residential,"1919-1944,Post 1999",16-18m,0,
Non Residential,"1919-1944,Post 1999",18-20m,0,
Non Residential,"1919-1944,Post 1999",2-3m,0,
Non Residential,"1919-1944,Post 1999",20-25m,0,
Non Residential,"1919-1944,Post 1999",25-30m,1,5.0
Non Residential,"1919-1944,Post 1999",3-4m,0,
Non Residential,"1919-1944,Post 1999",30-35m,0,
Non Residential,"1919-1944,Post 1999",35-40m,0,
Non Residential,"1919-1944,Post 1999",4-5m,2,1.0
Non Residential,"1919-1944,Post 1999",40-45m,0,
Non Residential,"1919-1944,Post 1999",45-50m,0,
Non Residential,"1919-1944,Post 1999",5-6m,5,1.0
Non Residential,"1919-1944,Post 1999",50-55m,0,
Non Residential,"1919-1944,Post 1999",55-60m,0,
Non Residential,"1919-1944,Post 1999",6-7m,0,
Non Residential,"1919-1944,Post 1999",60-70m,0,
Non Residential,"1919-1944,Post 1999",7-8m,2,2.0
Non Residential,"1919-1944,Post 1999",70-80m,0,
Non Residential,"1919-1944,Post 1999",8-9m,1,2.0
Non Residential,"1919-1944,Post 1999",80-90m,0,
Non Residential,"1919-1944,Post 1999",9-10m,17,2.0588235294117645
Non Residential,"1919-1944,Post 1999",90-100m,0,
Non Residential,"1919-1944,Pre 1919",0-2m,0,
Non Residential,"1919-1944,Pre 1919",10-12m,119,2.26890756302521
Non Residential,"1919-1944,Pre 1919",100-200m,0,
Non Residential,"1919-1944,Pre 1919",12-14m,34,2.911764705882353
Non Residential,"1919-1944,Pre 1919",14-16m,37,3.2432432432432434
Non Residential,"1919-1944,Pre 1919",16-18m,37,3.1621621621621623
Non Residential,"1919-1944,Pre 1919",18-20m,2,4.0
Non Residential,"1919-1944,Pre 1919",2-3m,0,
Non Residential,"1919-1944,Pre 1919",20-25m,14,4.642857142857143
Non Residential,"1919-1944,Pre 1919",25-30m,6,5.166666666666667
Non Residential,"1919-1944,Pre 1919",3-4m,8,1.0
Non Residential,"1919-1944,Pre 1919",30-35m,0,
Non Residential,"1919-1944,Pre 1919",35-40m,2,7.0
Non Residential,"1919-1944,Pre 1919",4-5m,2,1.0
Non Residential,"1919-1944,Pre 1919",40-45m,0,
Non Residential,"1919-1944,Pre 1919",45-50m,0,
Non Residential,"1919-1944,Pre 1919",5-6m,22,1.1363636363636365
Non Residential,"1919-1944,Pre 1919",50-55m,0,
Non Residential,"1919-1944,Pre 1919",55-60m,0,
Non Residential,"1919-1944,Pre 1919",6-7m,20,1.9
Non Residential,"1919-1944,Pre 1919",60-70m,0,
Non Residential,"1919-1944,Pre 1919",7-8m,19,2.0
Non Residential,"1919-1944,Pre 1919",70-80m,0,
Non Residential,"1919-1944,Pre 1919",8-9m,41,2.073170731707317
Non Residential,"1919-1944,Pre 1919",80-90m,0,
Non Residential,"1919-1944,Pre 1919",9-10m,100,2.09
Non Residential,"1919-1944,Pre 1919",90-100m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",0-2m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",10-12m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",100-200m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",12-14m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",14-16m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",16-18m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",18-20m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",2-3m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",20-25m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",25-30m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",3-4m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",30-35m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",35-40m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",4-5m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",40-45m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",45-50m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",5-6m,1,1.0
Non Residential,"1919-1944,Pre 1919,Unknown date",50-55m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",55-60m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",6-7m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",60-70m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",7-8m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",70-80m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",8-9m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",80-90m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",9-10m,0,
Non Residential,"1919-1944,Pre 1919,Unknown date",90-100m,0,
Non Residential,"1919-1944,Unknown date",0-2m,0,
Non Residential,"1919-1944,Unknown date",10-12m,1,2.0
Non Residential,"1919-1944,Unknown date",100-200m,0,
Non Residential,"1919-1944,Unknown date",12-14m,0,
Non Residential,"1919-1944,Unknown date",14-16m,0,
Non Residential,"1919-1944,Unknown date",16-18m,0,
Non Residential,"1919-1944,Unknown date",18-20m,0,
Non Residential,"1919-1944,Unknown date",2-3m,0,
Non Residential,"1919-1944,Unknown date",20-25m,0,
Non Residential,"1919-1944,Unknown date",25-30m,0,
Non Residential,"1919-1944,Unknown date",3-4m,1,1.0
Non Residential,"1919-1944,Unknown date",30-35m,0,
Non Residential,"1919-1944,Unknown date",35-40m,0,
Non Residential,"1919-1944,Unknown date",4-5m,3,1.0
Non Residential,"1919-1944,Unknown date",40-45m,0,
Non Residential,"1919-1944,Unknown date",45-50m,0,
Non Residential,"1919-1944,Unknown date",5-6m,3,1.0
Non Residential,"1919-1944,Unknown date",50-55m,0,
Non Residential,"1919-1944,Unknown date",55-60m,0,
Non Residential,"1919-1944,Unknown date",6-7m,0,
Non Residential,"1919-1944,Unknown date",60-70m,0,
Non Residential,"1919-1944,Unknown date",7-8m,0,
Non Residential,"1919-1944,Unknown date",70-80m,0,
Non Residential,"1919-1944,Unknown date",8-9m,0,
Non Residential,"1919-1944,Unknown date",80-90m,0,
Non Residential,"1919-1944,Unknown date",9-10m,1,2.0
Non Residential,"1919-1944,Unknown date",90-100m,0,
Non Residential,1945-1959,0-2m,0,
Non Residential,1945-1959,10-12m,3744,2.233707264957265
Non Residential,1945-1959,100-200m,1,28.0
Non Residential,1945-1959,12-14m,950,3.0926315789473686
Non Residential,1945-1959,14-16m,671,3.3740685543964233
Non Residential,1945-1959,16-18m,611,3.5188216039279867
Non Residential,1945-1959,18-20m,211,4.440758293838862
Non Residential,1945-1959,2-3m,790,1.0
Non Residential,1945-1959,20-25m,343,4.97667638483965
Non Residential,1945-1959,25-30m,185,6.194594594594594
Non Residential,1945-1959,3-4m,12660,1.0
Non Residential,1945-1959,30-35m,138,7.268115942028985
Non Residential,1945-1959,35-40m,63,8.968253968253968
Non Residential,1945-1959,4-5m,11350,1.0
Non Residential,1945-1959,40-45m,25,10.36
Non Residential,1945-1959,45-50m,18,10.777777777777779
Non Residential,1945-1959,5-6m,12466,1.1175998716508904
Non Residential,1945-1959,50-55m,3,12.0
Non Residential,1945-1959,55-60m,9,14.444444444444445
Non Residential,1945-1959,6-7m,3362,1.6618084473527661
Non Residential,1945-1959,60-70m,2,16.0
Non Residential,1945-1959,7-8m,4020,2.014179104477612
Non Residential,1945-1959,70-80m,0,
Non Residential,1945-1959,8-9m,7412,2.0313005936319484
Non Residential,1945-1959,80-90m,2,25.5
Non Residential,1945-1959,9-10m,6168,2.089980544747082
Non Residential,1945-1959,90-100m,1,34.0
Non Residential,"1945-1959,1960-1979",0-2m,0,
Non Residential,"1945-1959,1960-1979",10-12m,0,
Non Residential,"1945-1959,1960-1979",100-200m,0,
Non Residential,"1945-1959,1960-1979",12-14m,0,
Non Residential,"1945-1959,1960-1979",14-16m,0,
Non Residential,"1945-1959,1960-1979",16-18m,0,
Non Residential,"1945-1959,1960-1979",18-20m,0,
Non Residential,"1945-1959,1960-1979",2-3m,0,
Non Residential,"1945-1959,1960-1979",20-25m,0,
Non Residential,"1945-1959,1960-1979",25-30m,0,
Non Residential,"1945-1959,1960-1979",3-4m,7,1.0
Non Residential,"1945-1959,1960-1979",30-35m,0,
Non Residential,"1945-1959,1960-1979",35-40m,0,
Non Residential,"1945-1959,1960-1979",4-5m,2,1.0
Non Residential,"1945-1959,1960-1979",40-45m,0,
Non Residential,"1945-1959,1960-1979",45-50m,0,
Non Residential,"1945-1959,1960-1979",5-6m,3,1.0
Non Residential,"1945-1959,1960-1979",50-55m,0,
Non Residential,"1945-1959,1960-1979",55-60m,0,
Non Residential,"1945-1959,1960-1979",6-7m,0,
Non Residential,"1945-1959,1960-1979",60-70m,0,
Non Residential,"1945-1959,1960-1979",7-8m,0,
Non Residential,"1945-1959,1960-1979",70-80m,0,
Non Residential,"1945-1959,1960-1979",8-9m,0,
Non Residential,"1945-1959,1960-1979",80-90m,0,
Non Residential,"1945-1959,1960-1979",9-10m,0,
Non Residential,"1945-1959,1960-1979",90-100m,0,
Non Residential,"1945-1959,1980-1989",0-2m,0,
Non Residential,"1945-1959,1980-1989",10-12m,104,2.0865384615384617
Non Residential,"1945-1959,1980-1989",100-200m,0,
Non Residential,"1945-1959,1980-1989",12-14m,19,2.8947368421052633
Non Residential,"1945-1959,1980-1989",14-16m,16,3.3125
Non Residential,"1945-1959,1980-1989",16-18m,16,3.25
Non Residential,"1945-1959,1980-1989",18-20m,5,4.0
Non Residential,"1945-1959,1980-1989",2-3m,2,1.0
Non Residential,"1945-1959,1980-1989",20-25m,15,4.6
Non Residential,"1945-1959,1980-1989",25-30m,16,5.5625
Non Residential,"1945-1959,1980-1989",3-4m,90,1.0
Non Residential,"1945-1959,1980-1989",30-35m,8,7.0
Non Residential,"1945-1959,1980-1989",35-40m,2,7.5
Non Residential,"1945-1959,1980-1989",4-5m,138,1.0
Non Residential,"1945-1959,1980-1989",40-45m,0,
Non Residential,"1945-1959,1980-1989",45-50m,0,
Non Residential,"1945-1959,1980-1989",5-6m,289,1.013840830449827
Non Residential,"1945-1959,1980-1989",50-55m,0,
Non Residential,"1945-1959,1980-1989",55-60m,0,
Non Residential,"1945-1959,1980-1989",6-7m,46,1.3695652173913044
Non Residential,"1945-1959,1980-1989",60-70m,1,12.0
Non Residential,"1945-1959,1980-1989",7-8m,29,2.0
Non Residential,"1945-1959,1980-1989",70-80m,0,
Non Residential,"1945-1959,1980-1989",8-9m,54,2.0185185185185186
Non Residential,"1945-1959,1980-1989",80-90m,0,
Non Residential,"1945-1959,1980-1989",9-10m,104,2.0288461538461537
Non Residential,"1945-1959,1980-1989",90-100m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",0-2m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",10-12m,12,2.0
Non Residential,"1945-1959,1980-1989,Pre 1919",100-200m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",12-14m,3,3.0
Non Residential,"1945-1959,1980-1989,Pre 1919",14-16m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",16-18m,2,3.5
Non Residential,"1945-1959,1980-1989,Pre 1919",18-20m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",2-3m,1,1.0
Non Residential,"1945-1959,1980-1989,Pre 1919",20-25m,1,4.0
Non Residential,"1945-1959,1980-1989,Pre 1919",25-30m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",3-4m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",30-35m,1,6.0
Non Residential,"1945-1959,1980-1989,Pre 1919",35-40m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",4-5m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",40-45m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",45-50m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",5-6m,1,1.0
Non Residential,"1945-1959,1980-1989,Pre 1919",50-55m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",55-60m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",6-7m,2,2.0
Non Residential,"1945-1959,1980-1989,Pre 1919",60-70m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",7-8m,1,2.0
Non Residential,"1945-1959,1980-1989,Pre 1919",70-80m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",8-9m,2,2.0
Non Residential,"1945-1959,1980-1989,Pre 1919",80-90m,0,
Non Residential,"1945-1959,1980-1989,Pre 1919",9-10m,10,2.0
Non Residential,"1945-1959,1980-1989,Pre 1919",90-100m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",0-2m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",10-12m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",100-200m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",12-14m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",14-16m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",16-18m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",18-20m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",2-3m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",20-25m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",25-30m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",3-4m,2,1.0
Non Residential,"1945-1959,1980-1989,Unknown date",30-35m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",35-40m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",4-5m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",40-45m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",45-50m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",5-6m,2,1.0
Non Residential,"1945-1959,1980-1989,Unknown date",50-55m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",55-60m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",6-7m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",60-70m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",7-8m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",70-80m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",8-9m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",80-90m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",9-10m,0,
Non Residential,"1945-1959,1980-1989,Unknown date",90-100m,0,
Non Residential,"1945-1959,1990-1999",0-2m,0,
Non Residential,"1945-1959,1990-1999",10-12m,9,2.0
Non Residential,"1945-1959,1990-1999",100-200m,0,
Non Residential,"1945-1959,1990-1999",12-14m,1,3.0
Non Residential,"1945-1959,1990-1999",14-16m,2,3.0
Non Residential,"1945-1959,1990-1999",16-18m,1,3.0
Non Residential,"1945-1959,1990-1999",18-20m,0,
Non Residential,"1945-1959,1990-1999",2-3m,0,
Non Residential,"1945-1959,1990-1999",20-25m,1,4.0
Non Residential,"1945-1959,1990-1999",25-30m,0,
Non Residential,"1945-1959,1990-1999",3-4m,5,1.0
Non Residential,"1945-1959,1990-1999",30-35m,0,
Non Residential,"1945-1959,1990-1999",35-40m,0,
Non Residential,"1945-1959,1990-1999",4-5m,7,1.0
Non Residential,"1945-1959,1990-1999",40-45m,0,
Non Residential,"1945-1959,1990-1999",45-50m,0,
Non Residential,"1945-1959,1990-1999",5-6m,21,1.0
Non Residential,"1945-1959,1990-1999",50-55m,0,
Non Residential,"1945-1959,1990-1999",55-60m,0,
Non Residential,"1945-1959,1990-1999",6-7m,8,1.25
