,map_simple_use,premise_age,premise_floor_count,weighted_average_height
783,Mixed Use,"1945-1959,Pre 1919","2,5,7",28.6
784,Mixed Use,"1945-1959,Pre 1919","2,6",26.4
785,Mixed Use,"1945-1959,Pre 1919","2,Undetermined",10.05
786,Mixed Use,"1945-1959,Pre 1919","20,3",14.6
787,Mixed Use,"1945-1959,Pre 1919",3,15.329022082018929
788,Mixed Use,"1945-1959,Pre 1919","3,4",19.067977528089887
789,Mixed Use,"1945-1959,Pre 1919","3,4,5",25.899999999999995
790,Mixed Use,"1945-1959,Pre 1919","3,4,6",32.85
791,Mixed Use,"1945-1959,Pre 1919","3,4,7",27.4
792,Mixed Use,"1945-1959,Pre 1919","3,4,Undetermined",24.7
793,Mixed Use,"1945-1959,Pre 1919","3,5",22.899999999999995
794,Mixed Use,"1945-1959,Pre 1919","3,5,6",29.099999999999998
795,Mixed Use,"1945-1959,Pre 1919","3,5,6,7",30.9
796,Mixed Use,"1945-1959,Pre 1919","3,6",25.900000000000002
797,Mixed Use,"1945-1959,Pre 1919","3,7",27.4
798,Mixed Use,"1945-1959,Pre 1919","3,Undetermined",15.959999999999999
799,Mixed Use,"1945-1959,Pre 1919",4,20.33734939759036
800,Mixed Use,"1945-1959,Pre 1919","4,5",25.64761904761905
801,Mixed Use,"1945-1959,Pre 1919","4,5,6",27.5
802,Mixed Use,"1945-1959,Pre 1919","4,5,7",23.133333333333336
803,Mixed Use,"1945-1959,Pre 1919","4,5,Undetermined",20.6
804,Mixed Use,"1945-1959,Pre 1919","4,6",25.533333333333335
805,Mixed Use,"1945-1959,Pre 1919","4,7",31.25
806,Mixed Use,"1945-1959,Pre 1919","4,Undetermined",17.033333333333335
807,Mixed Use,"1945-1959,Pre 1919",5,31.77777777777778
808,Mixed Use,"1945-1959,Pre 1919","5,6",33.22941176470589
809,Mixed Use,"1945-1959,Pre 1919","5,7",31.69090909090909
810,Mixed Use,"1945-1959,Pre 1919","5,8",33.949999999999996
811,Mixed Use,"1945-1959,Pre 1919","5,Undetermined",22.9
812,Mixed Use,"1945-1959,Pre 1919",6,32.766666666666666
813,Mixed Use,"1945-1959,Pre 1919","6,7",34.166666666666664
814,Mixed Use,"1945-1959,Pre 1919","6,8",34.3
815,Mixed Use,"1945-1959,Pre 1919",7,35.1
816,Mixed Use,"1945-1959,Pre 1919","7,8",37.900000000000006
817,Mixed Use,"1945-1959,Pre 1919",8,37.4
818,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,2",17.299999999999997
819,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,2,3",9.5
820,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,2,3,4,Undetermined",32.9
821,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,2,3,Undetermined",13.524999999999999
822,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,2,Undetermined",9.566666666666666
823,Mixed Use,"1945-1959,Pre 1919,Unknown date","1,3,4,5,Undetermined",29.2
